objectid,id,island,volcano,line_code,description,relation,name,source,st_lengthshape
1248,1248,Kauai,kaua,21,Normal fault well-located,,,"Macdonald and others, 1960",577.483438456944
1249,1249,Kauai,kaua,22,Normal fault approximately located,Yes,Olokele,"Macdonald and others, 1960",2854.08959229854
1250,1250,Kauai,kaua,21,Normal fault well-located,Yes,Olokele,"Macdonald and others, 1960",1191.97921270057
1251,1251,Kauai,kaua,22,Normal fault approximately located,Yes,Olokele,"Macdonald and others, 1960",11176.6778939781
1252,1252,Kauai,kaua,22,Normal fault approximately located,Yes,Olokele,"Macdonald and others, 1960",2511.98323043869
1253,1253,Kauai,kaua,21,Normal fault well-located,Yes,Olokele,"Macdonald and others, 1960",946.000258952588
1254,1254,Kauai,kaua,22,Normal fault approximately located,Yes,Olokele,"Macdonald and others, 1960",637.763965117684
1255,1255,Kauai,kaua,22,Normal fault approximately located,Yes,Olokele,"Macdonald and others, 1960",1274.26702058946
1256,1256,Kauai,kaua,22,Normal fault approximately located,,,"Macdonald and others, 1960",185.95853324696
1257,1257,Kauai,kaua,22,Normal fault approximately located,Yes,Olokele,"Macdonald and others, 1960",321.281044184603
1258,1258,Kauai,kaua,22,Normal fault approximately located,Yes,Olokele,"Macdonald and others, 1960",107.232386159455
1259,1259,Kauai,kaua,22,Normal fault approximately located,Yes,Olokele,"Macdonald and others, 1960",2646.2430210627
1260,1260,Kauai,kaua,21,Normal fault well-located,,,"Macdonald and others, 1960",932.938581822384
1261,1261,Kauai,kaua,21,Normal fault well-located,,,"Macdonald and others, 1960",6893.58798801672
1262,1262,Kauai,kaua,22,Normal fault approximately located,,,"Macdonald and others, 1960",3334.69134128979
1263,1263,Kauai,kaua,21,Normal fault well-located,,,"Macdonald and others, 1960",535.420513989992
1264,1264,Kauai,kaua,21,Normal fault well-located,,,"Macdonald and others, 1960",902.773010084481
1265,1265,Kauai,kaua,21,Normal fault well-located,,,"Macdonald and others, 1960",1267.96946369771
1266,1266,Kauai,kaua,21,Normal fault well-located,,,"Macdonald and others, 1960",1125.0563443567
1267,1267,Kauai,kaua,24,Normal fault concealed,Yes,Olokele,"Macdonald and others, 1960",449.741094308977
1268,1268,Kauai,kaua,24,Normal fault concealed,Yes,Olokele,"Macdonald and others, 1960",1118.2277660637
1269,1269,Kauai,kaua,24,Normal fault concealed,Yes,Olokele,"Macdonald and others, 1960",373.257013274538
1270,1270,Kauai,kaua,24,Normal fault concealed,,,"Macdonald and others, 1960",554.114925306104
1271,1271,Kauai,kaua,24,Normal fault concealed,,,"Macdonald and others, 1960",858.095689087265
1272,1272,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",439.508317652709
1273,1273,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",436.32555048866
1274,1274,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",651.777557862013
1275,1275,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",1001.42208547441
1276,1276,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",1579.4771326644
1277,1277,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",862.44603843443
1278,1278,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",741.335893368566
1279,1279,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",876.333134505396
1280,1280,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",905.791786176072
1281,1281,Lanai,lana,23,Normal fault inferred,,,"Stearns, 1940b",707.824903019161
1282,1282,Lanai,lana,23,Normal fault inferred,,,"Stearns, 1940b",1512.13755345159
1283,1283,Lanai,lana,23,Normal fault inferred,,,"Stearns, 1940b",1588.64486971585
1284,1284,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",666.334462873226
1285,1285,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",822.567342802771
1286,1286,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",1051.84711707131
1287,1287,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",2293.08115041362
1288,1288,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",2611.10190879659
1289,1289,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",1337.86054031111
1290,1290,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",1365.46577225111
1291,1291,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",860.180804626657
1292,1292,Lanai,lana,23,Normal fault inferred,,,"Stearns, 1940b",693.234679232536
1293,1293,Lanai,lana,23,Normal fault inferred,,,"Stearns, 1940b",167.997877772197
1294,1294,Lanai,lana,23,Normal fault inferred,,,"Stearns, 1940b",896.043949379763
1295,1295,Lanai,lana,24,Normal fault concealed,,,"Stearns, 1940b",868.835544946132
1296,1296,Lanai,lana,23,Normal fault inferred,,,"Stearns, 1940b",2725.57570536422
1297,1297,Lanai,lana,23,Normal fault inferred,,,"Stearns, 1940b",2439.06680457677
1298,1298,Lanai,lana,24,Normal fault concealed,,,"Stearns, 1940b",379.545940324825
1299,1299,Lanai,lana,23,Normal fault inferred,,,"Stearns, 1940b",2304.48976117806
1300,1300,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",687.592806573023
1301,1301,Lanai,lana,24,Normal fault concealed,,,"Stearns, 1940b",126.206118489298
1302,1302,Lanai,lana,23,Normal fault inferred,,,"Stearns, 1940b",195.490970292186
1303,1303,Lanai,lana,24,Normal fault concealed,,,"Stearns, 1940b",411.013916635355
1304,1304,Lanai,lana,24,Normal fault concealed,,,"Stearns, 1940b",559.845174488633
1305,1305,Lanai,lana,23,Normal fault inferred,,,"Stearns, 1940b",1703.9144194941
1306,1306,Lanai,lana,23,Normal fault inferred,,,"Stearns, 1940b",1249.39274859494
1307,1307,Lanai,lana,23,Normal fault inferred,,,"Stearns, 1940b",1409.41644015437
1308,1308,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",463.198370716126
1309,1309,Lanai,lana,24,Normal fault concealed,,,"Stearns, 1940b",385.975791865823
1310,1310,Lanai,lana,23,Normal fault inferred,,,"Stearns, 1940b",650.420894418115
1311,1311,Lanai,lana,23,Normal fault inferred,,,"Stearns, 1940b",1365.45074738327
1312,1312,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",793.344116524667
1313,1313,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",858.420230353113
1314,1314,Lanai,lana,23,Normal fault inferred,,,"Stearns, 1940b",2243.82746708107
1315,1315,Lanai,lana,23,Normal fault inferred,,,"Stearns, 1940b",1514.15159117278
1316,1316,Lanai,lana,23,Normal fault inferred,,,"Stearns, 1940b",1515.96718822294
1317,1317,Lanai,lana,24,Normal fault concealed,,,"Stearns, 1940b",221.272703901572
1318,1318,Lanai,lana,23,Normal fault inferred,,,"Stearns, 1940b",3953.13600987731
1319,1319,Lanai,lana,23,Normal fault inferred,,,"Stearns, 1940b",429.068802082806
1320,1320,Lanai,lana,23,Normal fault inferred,,,"Stearns, 1940b",2727.79274641391
1321,1321,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",589.523053760431
1322,1322,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",596.808372375967
1323,1323,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",220.275101809715
1324,1324,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",808.563105235818
1325,1325,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",933.134059733098
1326,1326,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",975.414168377247
1327,1327,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",615.059221610147
1328,1328,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",1442.39619118161
1329,1329,Lanai,lana,23,Normal fault inferred,,,"Stearns, 1940b",4376.30382372764
1330,1330,Lanai,lana,24,Normal fault concealed,,,"Stearns, 1940b",618.377802064418
1331,1331,Lanai,lana,23,Normal fault inferred,,,"Stearns, 1940b",2887.62710147013
1332,1332,Lanai,lana,23,Normal fault inferred,,,"Stearns, 1940b",3962.91615305154
1333,1333,Lanai,lana,23,Normal fault inferred,,,"Stearns, 1940b",1849.71464343605
1334,1334,Lanai,lana,23,Normal fault inferred,,,"Stearns, 1940b",3703.54288805017
1335,1335,Lanai,lana,24,Normal fault concealed,,,"Stearns, 1940b",901.586861716605
1336,1336,Lanai,lana,24,Normal fault concealed,,,"Stearns, 1940b",325.685015624654
1337,1337,Lanai,lana,23,Normal fault inferred,,,"Stearns, 1940b",2449.82709029321
1338,1338,Lanai,lana,23,Normal fault inferred,,,"Stearns, 1940b",1658.65574387793
1339,1339,Lanai,lana,23,Normal fault inferred,,,"Stearns, 1940b",1342.29926127209
1340,1340,Lanai,lana,24,Normal fault concealed,,,"Stearns, 1940b",180.890256437235
1341,1341,Lanai,lana,23,Normal fault inferred,,,"Stearns, 1940b",2733.33341843301
1342,1342,Lanai,lana,24,Normal fault concealed,,,"Stearns, 1940b",587.232795203928
1343,1343,Lanai,lana,23,Normal fault inferred,,,"Stearns, 1940b",1054.7624340655
1344,1344,Lanai,lana,23,Normal fault inferred,,,"Stearns, 1940b",1245.4203801421
1345,1345,Lanai,lana,23,Normal fault inferred,,,"Stearns, 1940b",3572.96874049369
1346,1346,Lanai,lana,23,Normal fault inferred,,,"Stearns, 1940b",4386.97545885006
1347,1347,Lanai,lana,23,Normal fault inferred,,,"Stearns, 1940b",3864.06359952363
1348,1348,Lanai,lana,23,Normal fault inferred,,,"Stearns, 1940b",1883.6194158571
1349,1349,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",775.349558519537
1350,1350,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",735.396484755644
1351,1351,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",612.844915847449
1352,1352,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",676.243968237189
1353,1353,Lanai,lana,23,Normal fault inferred,,,"Stearns, 1940b",3179.29023511074
1354,1354,Lanai,lana,22,Normal fault approximately located,,,"Stearns, 1940b",1529.37872666884
1355,1355,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",534.534813252234
1356,1356,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",1018.01392644563
1357,1357,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",607.687109128183
1358,1358,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",342.884558659728
1359,1359,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",442.719411916191
1360,1360,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",1026.00922353134
1361,1361,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",358.084714001743
1362,1362,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",921.497453101435
1363,1363,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",560.071800808065
1364,1364,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",626.524628552122
1365,1365,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",706.605099906562
1366,1366,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",766.154920674562
1367,1367,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",928.010370225243
1368,1368,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",625.654172343064
1369,1369,Lanai,lana,23,Normal fault inferred,,,"Stearns, 1940b",5723.80574571053
1370,1370,Lanai,lana,23,Normal fault inferred,,,"Stearns, 1940b",396.198049940602
1371,1371,Lanai,lana,24,Normal fault concealed,,,"Stearns, 1940b",1401.62134076549
1372,1372,Lanai,lana,23,Normal fault inferred,,,"Stearns, 1940b",636.461003114908
1373,1373,Lanai,lana,24,Normal fault concealed,,,"Stearns, 1940b",3264.48605751404
1374,1374,Lanai,lana,24,Normal fault concealed,,,"Stearns, 1940b",752.633057657402
1375,1375,Lanai,lana,24,Normal fault concealed,,,"Stearns, 1940b",4575.05651998561
1376,1376,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",1054.44387250228
1377,1377,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",1263.6551034213
1378,1378,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",3287.27120767669
1379,1379,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",778.159235467904
1380,1380,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",1169.21231078063
1381,1381,Lanai,lana,23,Normal fault inferred,,,"Stearns, 1940b",1872.28877903581
1382,1382,Lanai,lana,23,Normal fault inferred,,,"Stearns, 1940b",1679.97493361444
1383,1383,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",853.569128417509
1384,1384,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",689.998955885155
1385,1385,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",832.94352313087
1386,1386,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",1052.02249713609
1387,1387,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",1180.01188653313
1388,1388,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",1045.0523599617
1389,1389,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",741.091579262221
1390,1390,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",492.378306241402
1391,1391,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",516.675582877247
1392,1392,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",894.016911370492
1393,1393,Lanai,lana,21,Normal fault well-located,,,"Stearns, 1940b",1043.19848490176
1394,1394,Maui,hale,21,Normal fault well-located,,,Sherrod_2004a,227.979649130763
1395,1395,Maui,hale,24,Normal fault concealed,,,Sherrod_2004a,95.605439770217
1396,1396,Maui,hale,24,Normal fault concealed,,,Sherrod_2004a,64.5247993634757
1397,1397,Maui,hale,24,Normal fault concealed,,,Sherrod_2004a,1167.06044939135
1398,1398,Maui,hale,21,Normal fault well-located,,,Sherrod_2004a,167.057685491606
1399,1399,Maui,wmau,22,Normal fault approximately located,,,"Stearns and Macdonald, 1942",656.524478649268
1400,1400,Maui,wmau,24,Normal fault concealed,Yes,West Maui,"Stearns and Macdonald, 1942",3234.89799030609
1401,1401,Maui,wmau,21,Normal fault well-located,Yes,West Maui,"Stearns and Macdonald, 1942",1613.09165057808
1402,1402,Maui,wmau,23,Normal fault inferred,Yes,West Maui,"Stearns and Macdonald, 1942",769.63022020212
1403,1403,Maui,wmau,23,Normal fault inferred,Yes,West Maui,"Stearns and Macdonald, 1942",1875.45617117556
1404,1404,Maui,wmau,23,Normal fault inferred,Yes,West Maui,"Stearns and Macdonald, 1942",1050.59750740612
1405,1405,Maui,wmau,23,Normal fault inferred,Yes,West Maui,"Stearns and Macdonald, 1942",836.445125665776
1406,1406,Maui,wmau,22,Normal fault approximately located,Yes,West Maui,"Stearns and Macdonald, 1942",568.359005585567
1407,1407,Maui,wmau,22,Normal fault approximately located,Yes,West Maui,"Stearns and Macdonald, 1942",925.854961099177
1408,1408,Maui,wmau,21,Normal fault well-located,,,"Stearns and Macdonald, 1942",502.026743728937
1409,1409,Molokai,emol,22,Normal fault approximately located,Yes,East Molokai,"Stearns and Macdonald, 1947",10875.2207605057
1410,1410,Molokai,emol,22,Normal fault approximately located,Yes,East Molokai,"Stearns and Macdonald, 1947",6657.88879429055
1411,1411,Molokai,emol,22,Normal fault approximately located,,,"Stearns and Macdonald, 1947",3197.67198377901
1412,1412,Molokai,emol,21,Normal fault well-located,,,"Stearns and Macdonald, 1947",105.413840129054
1413,1413,Molokai,emol,21,Normal fault well-located,,,"Stearns and Macdonald, 1947",188.536845033921
1414,1414,Molokai,emol,21,Normal fault well-located,,,"Stearns and Macdonald, 1947",487.009943416768
1415,1415,Molokai,emol,21,Normal fault well-located,,,"Stearns and Macdonald, 1947",319.517662561084
1416,1416,Molokai,emol,21,Normal fault well-located,,,"Stearns and Macdonald, 1947",618.078475986987
1417,1417,Molokai,emol,21,Normal fault well-located,,,"Stearns and Macdonald, 1947",530.294358269229
1418,1418,Molokai,emol,21,Normal fault well-located,,,"Stearns and Macdonald, 1947",226.996737961897
1419,1419,Molokai,emol,21,Normal fault well-located,,,"Stearns and Macdonald, 1947",364.236307995582
1420,1420,Molokai,emol,21,Normal fault well-located,,,"Stearns and Macdonald, 1947",571.615456597084
1421,1421,Molokai,emol,21,Normal fault well-located,,,"Stearns and Macdonald, 1947",644.872631736868
1422,1422,Molokai,emol,21,Normal fault well-located,,,"Stearns and Macdonald, 1947",640.527846916305
1423,1423,Molokai,emol,21,Normal fault well-located,,,"Stearns and Macdonald, 1947",315.0153890847
1424,1424,Molokai,emol,21,Normal fault well-located,,,"Stearns and Macdonald, 1947",453.776648144799
1425,1425,Molokai,emol,21,Normal fault well-located,,,"Stearns and Macdonald, 1947",428.153029520129
1426,1426,Molokai,emol,21,Normal fault well-located,,,"Stearns and Macdonald, 1947",588.639356183405
1427,1427,Molokai,wmol,24,Normal fault concealed,,,"Stearns and Macdonald, 1947",2423.2333197913
1428,1428,Molokai,wmol,24,Normal fault concealed,,,"Stearns and Macdonald, 1947",640.451913285358
1429,1429,Molokai,wmol,21,Normal fault well-located,,,"Stearns and Macdonald, 1947",1429.51204570228
1430,1430,Molokai,wmol,21,Normal fault well-located,,,"Stearns and Macdonald, 1947",1176.90358769473
1431,1431,Molokai,wmol,21,Normal fault well-located,,,"Stearns and Macdonald, 1947",76.1797633583562
1432,1432,Molokai,wmol,21,Normal fault well-located,,,"Stearns and Macdonald, 1947",969.754629037568
1433,1433,Molokai,wmol,21,Normal fault well-located,,,"Stearns and Macdonald, 1947",1447.39215893283
1434,1434,Molokai,wmol,21,Normal fault well-located,,,"Stearns and Macdonald, 1947",5983.90124968568
1435,1435,Molokai,wmol,21,Normal fault well-located,,,"Stearns and Macdonald, 1947",1002.61881888292
1436,1436,Molokai,wmol,22,Normal fault approximately located,,,"Stearns and Macdonald, 1947",1353.13988618611
1437,1437,Molokai,wmol,22,Normal fault approximately located,,,"Stearns and Macdonald, 1947",1384.34903275698
1438,1438,Molokai,wmol,21,Normal fault well-located,,,"Stearns and Macdonald, 1947",1069.17644077421
1439,1439,Molokai,wmol,24,Normal fault concealed,,,"Stearns and Macdonald, 1947",1403.28341256002
1440,1440,Molokai,wmol,22,Normal fault approximately located,,,"Stearns and Macdonald, 1947",746.694482649312
1441,1441,Molokai,wmol,22,Normal fault approximately located,,,"Stearns and Macdonald, 1947",1723.88066285417
1442,1442,Molokai,wmol,22,Normal fault approximately located,,,"Stearns and Macdonald, 1947",1293.7539269855
1443,1443,Molokai,wmol,24,Normal fault concealed,,,"Stearns and Macdonald, 1947",445.37476907021
1444,1444,Molokai,wmol,22,Normal fault approximately located,,,"Stearns and Macdonald, 1947",785.439810618497
1445,1445,Molokai,wmol,24,Normal fault concealed,,,"Stearns and Macdonald, 1947",973.573309440013
1446,1446,Molokai,wmol,21,Normal fault well-located,,,"Stearns and Macdonald, 1947",162.628295899331
1447,1447,Molokai,wmol,21,Normal fault well-located,,,"Stearns and Macdonald, 1947",661.645186676097
1448,1448,Molokai,wmol,24,Normal fault concealed,,,"Stearns and Macdonald, 1947",1734.09792397459
1449,1449,Molokai,wmol,24,Normal fault concealed,,,"Stearns and Macdonald, 1947",1113.21532901313
1450,1450,Molokai,wmol,21,Normal fault well-located,,,"Stearns and Macdonald, 1947",199.635300405415
1451,1451,Molokai,wmol,24,Normal fault concealed,,,"Stearns and Macdonald, 1947",520.475643547199
1452,1452,Molokai,wmol,21,Normal fault well-located,,,"Stearns and Macdonald, 1947",361.693499501632
1453,1453,Molokai,emol,25,Normal fault flooded,,,"Stearns and Macdonald, 1947",1350.02151782452
1454,1454,Molokai,wmol,21,Normal fault well-located,,,"Stearns and Macdonald, 1947",101.833922222679
1455,1455,Molokai,wmol,24,Normal fault concealed,,,"Stearns and Macdonald, 1947",412.185080804579
1456,1456,Molokai,wmol,21,Normal fault well-located,,,"Stearns and Macdonald, 1947",195.76049623695
1457,1457,Oahu,waia,21,Normal fault well-located,,,"Sinton, 2004",491.606645987223
1458,1458,Oahu,waia,22,Normal fault approximately located,Yes,Waianae,"Sinton, 2004",506.909627501846
1459,1459,Oahu,waia,24,Normal fault concealed,Yes,Waianae,"Sinton, 2004",1059.39610314139
1460,1460,Oahu,waia,22,Normal fault approximately located,Yes,Waianae,"Sinton, 2004",1539.36676287667
1461,1461,Oahu,waia,22,Normal fault approximately located,Yes,Waianae,"Sinton, 2004",1051.8417029117
1462,1462,Oahu,waia,22,Normal fault approximately located,Yes,Waianae,"Sinton, 2004",822.93872848612
1463,1463,Oahu,waia,24,Normal fault concealed,Yes,Waianae,"Sinton, 2004",117.535649233255
1464,1464,Oahu,waia,24,Normal fault concealed,Yes,Waianae,"Sinton, 2004",528.731907578112
1465,1465,Oahu,waia,24,Normal fault concealed,Yes,Waianae,"Sinton, 2004",467.89841403051
1466,1466,Oahu,waia,24,Normal fault concealed,Yes,Waianae,"Sinton, 2004",19.7850747486926
1467,1467,Oahu,waia,24,Normal fault concealed,Yes,Waianae,"Sinton, 2004",2234.40262266733
1468,1468,Oahu,waia,24,Normal fault concealed,Yes,Waianae,"Sinton, 2004",1724.83354240648
1469,1469,Oahu,waia,22,Normal fault approximately located,Yes,Waianae,"Sinton, 2004",289.134364313207
1470,1470,Oahu,waia,22,Normal fault approximately located,Yes,Waianae,"Sinton, 2004",183.870774682509
1471,1471,Oahu,waia,22,Normal fault approximately located,Yes,Waianae,"Sinton, 2004",190.181457835453
1472,1472,Oahu,waia,22,Normal fault approximately located,Yes,Waianae,"Sinton, 2004",501.137689302917
1473,1473,Oahu,waia,22,Normal fault approximately located,Yes,Waianae,"Sinton, 2004",290.592991023546
1474,1474,Oahu,waia,22,Normal fault approximately located,Yes,Waianae,"Sinton, 2004",274.238385298167
1475,1475,Oahu,waia,21,Normal fault well-located,,,"Sinton, 2004",378.408910208417
1476,1476,Oahu,waia,22,Normal fault approximately located,,,"Sinton, 2004",461.263801831886
1477,1477,Oahu,waia,22,Normal fault approximately located,Yes,Waianae,"Sinton, 2004",328.758343766458
1478,1478,Oahu,waia,22,Normal fault approximately located,,,"Sinton, 2004",276.8124466367
1479,1479,Oahu,waia,22,Normal fault approximately located,,,"Sinton, 2004",234.954131629872
1480,1480,Oahu,waia,24,Normal fault concealed,Yes,Waianae,"Sinton, 2004",5538.15881715252
1481,1481,Oahu,waia,22,Normal fault approximately located,Yes,Waianae,"Sinton, 2004",2097.4810195155
1482,1482,Oahu,waia,24,Normal fault concealed,Yes,Waianae,"Sinton, 2004",1501.38146664103
1483,1483,Oahu,waia,24,Normal fault concealed,Yes,Waianae,"Sinton, 2004",354.845567459213
1484,1484,Hawaii,kila,24,Normal fault concealed,,,"Wolfe and Morris, 1996a",53.9447971200634
1485,1485,Hawaii,kila,21,Normal fault well-located,,,"Wolfe and Morris, 1996a",59.5849366630864
1486,1486,Hawaii,kila,24,Normal fault concealed,,,"Wolfe and Morris, 1996a",70.2041230620754
1487,1487,Hawaii,kila,24,Normal fault concealed,,,"Wolfe and Morris, 1996a",46.1400490931341
1488,1488,Hawaii,kila,21,Normal fault well-located,,,"Wolfe and Morris, 1996a",53.3044182049062
1489,1489,Hawaii,kila,24,Normal fault concealed,,,Neal and Sherrod_2004,223.338323437812
1490,1490,Hawaii,kila,24,Normal fault concealed,,,Neal and Sherrod_2004,233.437326977114
1491,1491,Hawaii,kila,24,Normal fault concealed,,,Neal and Sherrod_2004,163.866431716306
1492,1492,Hawaii,kila,24,Normal fault concealed,,,Neal and Sherrod_2004,72.5283420483333
1493,1493,Hawaii,kila,24,Normal fault concealed,,,Neal and Sherrod_2004,839.329561820346
1494,1494,Hawaii,kila,24,Normal fault concealed,,,Neal and Sherrod_2004,97.8055561782036
1495,1495,Hawaii,kila,24,Normal fault concealed,,,Neal and Sherrod_2004,318.138865927724
1496,1496,Hawaii,kila,24,Normal fault concealed,,,Neal and Sherrod_2004,200.421782637524
1497,1497,Hawaii,kila,24,Normal fault concealed,,,Neal and Sherrod_2004,127.809974856571
1498,1498,Hawaii,kila,24,Normal fault concealed,,,Neal and Sherrod_2004,1075.66646420492
1499,1499,Hawaii,kila,24,Normal fault concealed,,,Neal and Sherrod_2004,42.833175896086
1500,1500,Hawaii,kila,24,Normal fault concealed,,,Neal and Sherrod_2004,295.357882337298
1501,1501,Hawaii,kila,24,Normal fault concealed,,,Neal and Sherrod_2004,216.168870121972
1502,1502,Hawaii,kila,24,Normal fault concealed,,,Neal and Sherrod_2004,86.6500497647016
1503,1503,Hawaii,kila,24,Normal fault concealed,,,Neal and Sherrod_2004,72.2064954210871
1504,1504,Hawaii,kila,24,Normal fault concealed,,,Neal and Sherrod_2004,89.8314867074178
1505,1505,Hawaii,kila,24,Normal fault concealed,,,Neal and Sherrod_2004,401.149702843215
1506,1506,Hawaii,kila,24,Normal fault concealed,,,Neal and Sherrod_2004,299.44135789012
1507,1507,Hawaii,kila,24,Normal fault concealed,,,Neal and Sherrod_2004,48.6687298947721
1508,1508,Hawaii,kila,24,Normal fault concealed,,,Neal and Sherrod_2004,153.650677864971
1509,1509,Hawaii,kila,24,Normal fault concealed,,,Neal and Sherrod_2004,168.023043761509
1510,1510,Hawaii,kila,24,Normal fault concealed,,,Neal and Sherrod_2004,254.517785472408
1511,1511,Hawaii,kila,24,Normal fault concealed,,,Neal and Sherrod_2004,734.252833663845
1512,1512,Hawaii,kila,24,Normal fault concealed,,,Neal and Sherrod_2004,683.256305365693
1513,1513,Hawaii,kila,24,Normal fault concealed,,,Neal and Sherrod_2004,53.4990236955266
1514,1514,Hawaii,kila,24,Normal fault concealed,,,Neal and Sherrod_2004,247.220292061845
1515,1515,Hawaii,kila,24,Normal fault concealed,,,Neal and Sherrod_2004,442.633373177515
1516,1516,Hawaii,kila,24,Normal fault concealed,,,Neal and Sherrod_2004,74.7617607775719
1517,1517,Hawaii,kila,24,Normal fault concealed,,,Neal and Sherrod_2004,561.109641495303
1518,1518,Hawaii,kila,24,Normal fault concealed,,,Neal and Sherrod_2004,304.496545858653
1519,1519,Hawaii,kila,24,Normal fault concealed,,,Neal and Sherrod_2004,41.5455410307143
1520,1520,Hawaii,kila,24,Normal fault concealed,,,Neal and Sherrod_2004,182.167451910425
1521,1521,Hawaii,kila,24,Normal fault concealed,,,Neal and Sherrod_2004,80.0790184613003
1522,1522,Hawaii,kila,24,Normal fault concealed,,,Neal and Sherrod_2004,381.988059657172
1523,1523,Hawaii,kila,21,Normal fault well-located,,,Neal and Sherrod_2004,328.864321052249
1524,1524,Hawaii,kila,21,Normal fault well-located,,,Neal and Sherrod_2004,642.643953470735
1525,1525,Hawaii,kila,21,Normal fault well-located,,,Neal and Sherrod_2004,348.778965321735
1526,1526,Hawaii,kila,21,Normal fault well-located,,,Neal and Sherrod_2004,92.1293939629319
1527,1527,Hawaii,kila,21,Normal fault well-located,,,Neal and Sherrod_2004,589.18246898748
1528,1528,Hawaii,kila,21,Normal fault well-located,,,Neal and Sherrod_2004,252.046845642067
1529,1529,Hawaii,kila,21,Normal fault well-located,,,Neal and Sherrod_2004,83.4099290521634
1530,1530,Maui,hale,21,Normal fault well-located,,,Sherrod_2004a,138.649274626228
1531,1531,Maui,hale,24,Normal fault concealed,,,Sherrod_2004a,84.1985129278936
